VARIETY,FIBER,MSTWT,POPN,TRS_TON,TCA,T_SPACRE
2004410,12.27873366,2.158148738,39378.98124,254.942137,42.49284933,10833.21782
2004417,13.04862841,2.079927924,38598.73429,253.4923892,40.14129264,10175.51218
2004423,12.369722,2.195607721,38350.92194,251.4391577,42.10179016,10586.03866
2004425,11.39445449,2.143962937,40141.52968,247.043647,43.03097593,10630.52923
2004429,12.16538968,2.150427006,38127.13663,252.2654412,40.99481214,10341.57437
2004430,12.47556652,2.032377018,39739.28301,253.2486021,40.38260275,10226.8377
2004431,12.13329242,2.162393284,38719.60105,252.2641284,41.86350263,10560.66
2004434,11.80673819,2.136468168,38901.78994,248.1817641,41.55621794,10313.49548
2004800,12.00549259,2.200254216,46330.17122,239.9969598,50.96907728,12232.42359
2004801,12.67890826,2.298472365,40679.59808,249.6680724,46.750466,11672.09873
2004802,12.68259166,2.264051625,40227.80222,254.1097836,45.53891049,11571.88269
2004803,12.1975826,2.270742237,38745.15279,253.882199,43.99012746,11168.31029
2004804,12.32133646,2.172253965,49546.11662,220.0360176,53.81337414,11840.88054
2004805,11.79394675,2.284940275,41102.84335,250.8436613,46.95877109,11779.31007
2004806,12.12975373,2.378693146,43340.40032,250.1771905,51.54675659,12895.82274
2004807,12.39739963,2.365845563,39884.85719,252.8119532,47.18070621,11927.84649
2004808,12.34082176,2.251912284,46002.5918,244.1709979,51.79690079,12647.30095
2004809,12.01529762,2.056942068,42215.74888,256.7175181,43.4176749,11146.07774
2004810,12.44233048,2.130318913,41589.90936,254.2136567,44.29988525,11261.63582
2004811,12.64397368,2.138156792,47644.01597,243.2933123,50.93518817,12392.19064
2004812,12.56745498,2.250122377,40481.72488,250.3516846,45.54441751,11402.12165
2004813,12.62481489,2.182373266,41556.70331,253.7102246,45.34611916,11504.77408
2004814,11.60141274,2.160875807,38773.78668,249.5341024,41.89266879,10453.6495
2004815,12.32578787,2.372035806,42989.14261,245.4510699,50.98589277,12514.54193
2004816,12.43221862,2.278849724,40787.2163,250.7402831,46.4739683,11652.89597
2004817,12.43661586,2.086161216,49005.80616,223.7335598,51.11700608,11436.58974
2004818,11.87127978,2.2528109,45787.37249,239.7585199,51.57514591,12365.58065
2004819,12.06189379,2.356693926,39301.55621,250.7678109,46.3108694,11613.27534
2004820,12.2911343,2.374273698,40415.8459,250.0834118,47.97913995,11998.78701
2004821,11.94863678,2.07923531,41360.06203,257.2565181,42.9986507,11061.68316
2004822,12.43331778,2.014180105,52754.83834,215.7366581,53.12887291,11461.84549
2004823,12.69047356,2.257935637,40487.9503,257.1978725,45.70959293,11756.41005
2004824,12.27013051,2.118434948,41476.00052,249.2852476,43.9321045,10951.62555
2004825,11.83264869,2.185860194,41017.02869,249.2037769,44.82874514,11171.4926
2004826,12.48231705,2.209366775,47122.97188,230.2039437,52.05596421,11983.48825
2004827,12.26766432,2.271300669,41131.2796,256.4250884,46.71075144,11977.80857
2004828,12.11881637,2.313119898,40020.37946,247.0678998,46.28596803,11435.77691
2004829,12.36378118,2.304580503,40382.23756,253.3262735,46.53205867,11787.79302
2004830,11.73113252,2.313363631,44067.94717,238.3969427,50.97259314,12151.71037
2004831,11.78123392,2.386339369,45699.85101,237.3810233,54.52767681,12943.83572
2004832,12.19418922,2.265696329,41560.27216,249.3422085,47.08147803,11739.39971
2004833,12.21954566,2.191870296,41483.61627,250.1130554,45.46335314,11370.97816
2004834,11.74761224,2.484594017,42437.56056,237.5705419,52.72005453,12524.73192
2004835,11.35449953,2.397776233,43799.62544,240.3110079,52.51085045,12618.9354
2004836,11.04670327,2.1341901,41012.43245,252.8655793,43.76416366,11066.4506
2004837,12.36884902,2.243542412,40645.8486,257.0727639,45.5953426,11721.32074
2004838,12.81399897,1.828246351,33366.60209,268.894947,30.50118426,8201.614325
2004839,11.89434044,2.165568147,41125.35995,251.6608122,44.52988477,11206.42697
2004840,11.86707832,2.208679849,47108.54968,243.8274499,52.0238522,12684.84322
2004841,11.98072888,2.441431622,41876.48217,247.3184533,51.11928389,12642.74223
2004842,11.65717568,2.231621193,46773.05144,238.5114928,52.18986643,12447.88295
2004843,12.15521445,2.240820112,40667.524,253.7262752,45.56430284,11560.86084
2004844,11.89862479,2.185640037,40672.28978,249.919359,44.44749247,11108.28883
2004846,12.0448067,2.465197208,43223.43887,235.6594993,53.27715041,12555.26659
2004847,12.08225558,2.133132946,39440.97821,250.1461308,42.06642502,10522.75346
2004848,11.96768716,2.190390608,41242.41689,246.8800306,45.1685013,11151.20098
2004849,12.3415055,2.132724017,40713.60466,253.9130052,43.41544124,11023.74516
2004850,12.32782541,2.363938088,43606.55686,237.6880597,51.54160032,12250.82297
2004851,12.19395374,2.284915778,45114.18195,241.7335682,51.54105307,12459.20267
2004852,11.68638764,2.504570602,38376.87739,235.2773832,48.05879945,11307.14858
2004853,12.50355466,2.17813127,42765.38918,251.8560633,46.57431572,11730.02381
2004854,11.16198951,2.328607385,40175.04777,252.0916157,46.77595646,11791.82644
2004855,12.41031543,2.287405576,39887.19275,254.1304409,45.61909355,11593.20036
2004856,12.11758552,2.03377119,42505.2651,255.3544611,43.22299179,11037.18378
2004857,12.315927,2.197087444,50579.92124,221.9857626,55.56425494,12334.47351
2004858,12.23960149,2.332868891,45419.41931,243.1076362,52.97877518,12879.5448
2004859,12.42723774,2.138977124,47067.62138,243.1525181,50.33828271,12239.8802
2005441,12.41108843,2.044015167,41889.89695,246.1454446,42.81179235,10537.92766
2005442,12.07465814,2.063485361,40897.84169,249.8426543,42.19604881,10542.37284
2005445,12.23744037,2.170227644,40633.25751,244.9475572,44.09170936,10800.1565
2005447,12.63854337,2.043275186,42480.38234,244.8969626,43.39955556,10628.41934
2005448,12.35915079,2.191763847,41201.11558,239.8453043,45.15155779,10829.38912
2005450,12.32394154,2.203893726,41449.75144,239.4421543,45.67542357,10936.62182
2005451,11.94621429,2.181316907,41174.25618,243.716106,44.90705057,10944.5715
2005453,12.16107145,2.092942695,41977.70325,242.1895054,43.92846368,10639.01289
2005456,12.24223739,2.02637515,42320.87078,241.261295,42.87898044,10345.03835
2005457,12.6299526,2.016734415,43746.37002,242.0145136,44.11240498,10675.84223
2005459,12.10207229,1.99921545,42514.07653,240.1773149,42.49739932,10206.91126
2005460,11.97315914,2.012431002,42733.22317,248.3754647,42.99883156,10679.85477
2005466,12.62583705,2.049566341,41710.78636,245.7295159,42.74451189,10503.58821
2005470,12.16317526,2.034009137,42426.57475,243.9639977,43.14802035,10526.56354
2005474,12.20120654,2.26818158,39512.51133,240.3782016,44.81077519,10771.53355
2005900,12.56524524,2.196451807,47012.78268,243.2933123,51.63065573,12561.39325
2005901,12.71647841,2.200325048,47592.11646,242.923275,52.35906297,12719.23505
2005902,11.74156729,1.989082991,36069.29969,264.1511522,35.87241526,9475.739822
2005903,11.399884,2.215495567,42899.45239,248.6144325,47.5217733,11814.5987
2005904,11.86322988,2.002785782,41934.34768,248.8018897,41.99275766,10447.87746
2005905,12.32049755,2.065979412,43303.17634,249.3656093,44.7317354,11154.55645
2005906,12.22510909,2.109425176,44152.54894,240.7548448,46.56824916,11211.5316
2005907,11.59679618,2.320506842,43605.08518,247.3684253,50.59294925,12515.09819
2005908,12.26465299,2.10024165,48409.26766,245.9492874,50.83558009,12502.9747
2005909,12.38934432,2.089182241,43802.13694,246.5318727,45.75532331,11280.14554
2005910,12.12675617,2.190089977,46550.53093,250.8222463,50.97492561,12785.64535
2005911,12.29250177,2.258124838,42654.6748,245.4459126,48.15979031,11820.62368
2005912,12.32958775,2.227563609,42326.52961,242.7991386,47.14251853,11446.16289
2005913,12.39667706,1.941169151,54149.1554,228.2317163,52.55633501,11995.02254
2005914,12.3446784,2.177038365,45434.98868,239.9163008,49.45685673,11865.50612
2005915,11.88308641,2.146308465,43496.52947,245.475786,46.6784847,11458.43772
2005916,12.08557039,2.242429164,46789.21971,239.6868109,52.46075542,12574.15116
2005917,11.86421987,2.149686021,41422.75436,252.6289574,44.522958,11247.78846
2005918,12.08334228,1.96168711,41912.5579,250.0074142,41.10966229,10277.72037
2005919,11.98860423,2.229129937,41616.0393,245.2814438,46.38377953,11377.08041
2005920,12.09585362,2.124139654,44638.45947,246.1317666,47.40916093,11668.90053
2005921,12.32452712,2.284186389,46681.59174,242.389262,53.31472823,12922.91763
2005922,11.41201439,2.234595503,41736.72458,245.709017,46.63234853,11457.98852
2005923,11.83406418,2.180468717,42559.45935,248.5560056,46.39978486,11532.94519
2005924,12.26029116,2.187390036,46806.36296,242.91787,51.19188598,12435.4239
2005925,11.69750233,2.134673949,47080.07594,240.3085245,50.25030581,12075.57685
2005926,11.84541617,2.205476269,46293.84411,242.1138477,51.04998729,12359.90885
2005927,12.77569738,2.166185802,43441.32943,246.5951552,47.05099552,11602.54754
2005928,12.21339079,2.255388427,47471.55504,240.8450282,53.53339792,12893.25273
2005929,12.28097075,2.339864449,45531.47984,237.0348246,53.26874549,12626.54774
2005930,12.62035742,2.087664103,42929.73644,244.3975096,44.81143486,10951.80308
2005931,12.26082741,2.079918811,44179.09962,251.3345319,45.94447018,11547.43191
2005932,12.12817935,2.146894087,46905.03897,241.0737838,50.35007541,12138.08319
2005933,11.95160592,2.142389229,42700.83441,249.754373,45.74090385,11423.99076
2005934,12.11724829,2.347822741,44524.57824,245.9149735,52.26790866,12853.46137
2005935,12.45285561,2.035588319,43822.80997,241.4044437,44.60260004,10767.26585
2005936,12.48835316,2.145375256,41448.10231,238.7280879,44.46086655,10614.05766
2005937,12.14713436,2.04923073,46198.98476,251.4696267,47.33618963,11903.61394
2005938,12.43888998,2.252050141,44270.17839,246.9871479,49.84933074,12312.14402
2005939,12.61073957,2.191858481,42927.71515,243.6749055,47.04573826,11463.86582
2005940,11.92472246,2.181515363,49030.50726,243.9504108,53.48040242,13046.56614
2005941,12.10093673,2.218374779,48982.79378,244.2978439,54.33109716,13272.96989
2005942,12.1250438,2.320344385,43731.08045,263.2062684,50.73558349,13353.9236
2005943,11.93613261,2.101346744,51112.37737,228.3131301,53.70241388,12260.96621
2005944,12.35015532,2.196550004,48387.86257,242.7275991,53.14317986,12899.31646
2005945,12.0603853,2.228730847,45691.08396,244.317139,50.91656413,12439.78928
2005946,12.65240113,1.985278384,49633.92005,239.7131168,49.26857429,11810.3235
2005947,12.15748222,2.378977223,43447.47519,250.0845303,51.68027694,12924.43778
2005948,12.16429376,2.295382827,41754.33055,244.5095276,47.92108665,11717.16226
2005949,12.29264359,2.062469593,48620.09599,247.3206321,50.13873479,12400.34358
2005951,12.30284696,2.331308716,45280.12486,242.6527457,52.78097487,12807.44847
2005952,12.09705763,2.243690698,47919.32348,240.8813837,53.75807017,12949.31833
2005953,12.79005368,2.078420317,45439.93891,247.2361773,47.22164612,11674.89927
2005954,12.49186786,2.161304855,48138.74631,237.9908124,52.02125306,12380.58028
2005955,12.22563004,2.243821522,45033.85186,249.4063515,50.52396301,12600.99728
2005956,12.16721829,2.237426937,48342.12835,242.0691429,54.08099008,13091.33892
2005957,12.54067555,2.156099626,42062.59408,249.3983128,45.34557168,11309.10907
2005958,12.39154856,2.228868112,42276.74878,244.0410662,47.11464862,11497.90908
2005959,12.35820148,2.377180117,43211.03337,249.3941116,51.36020468,12808.93262
2005960,12.14856453,2.442212484,40895.88211,240.9021051,49.93821692,12030.22158
2005961,12.59526351,1.856255242,30497.18244,278.1685936,28.30527739,7873.639202
2006001,12.19360897,2.293969971,39487.40987,240.2441,45.29146624,10881.00754
2006003,11.78790582,2.202289711,40201.72905,236.4658623,44.26792713,10467.85356
2006008,12.35623814,2.053245289,41656.055,241.0812874,42.76504934,10309.85315
2006009,11.84409888,2.149985135,40120.88952,240.0141863,43.12965804,10351.72978
2006010,11.93345386,2.191363286,39981.84656,247.2282837,43.80737533,10830.42222
2006011,12.08339172,2.272801616,39224.0184,240.385748,44.5742062,10715.0039
2006016,11.93699226,2.11750915,42438.4213,233.1106971,44.93187271,10474.10017
2006023,12.00434806,2.045207728,39592.22175,242.7384917,40.48715895,9827.791896
2006024,11.76314957,2.02276114,42584.16194,233.2642266,43.06879398,10046.40892
2006025,12.0828384,2.014987204,41538.49055,234.7817732,41.84976347,9825.561675
2006026,12.16487234,2.118635143,41434.34136,229.3833284,43.89212587,10068.12192
2006027,11.3613251,2.169916219,40797.47372,237.4189528,44.26354996,10509.00568
2006028,11.83243792,2.094921327,41661.16648,232.4761255,43.63843308,10144.89385
2006038,11.84836398,2.098644649,38099.69799,240.4641477,39.97886366,9613.483375
2006040,12.22626626,2.107800457,37856.10374,241.7339682,39.89655638,9644.352892
2006500,12.11649057,2.301932356,47019.61625,242.6580841,54.11798801,13132.16728
2006501,11.61832984,2.419573305,46509.9349,246.5291411,56.26709845,13871.47945
2006502,12.41334682,2.16926555,40580.13091,250.2727937,44.01454,11015.64189
2006503,11.87411049,2.013181289,54866.24317,229.546459,55.22784707,12677.35673
2006504,11.93504169,2.205679251,40841.45743,241.5551957,45.04157762,10880.0271
2006505,11.62246288,2.275449853,39861.71531,242.4683725,45.35166712,10996.34492
2006506,11.22275794,2.169138765,50254.38019,243.3138856,54.50436209,13261.66812
2006507,12.13682262,2.220511172,48111.87386,244.7513234,53.41647671,13073.75337
2006508,12.13586231,2.088913946,54511.31878,226.2344377,56.93472701,12880.59595
2006509,12.64486386,2.181273642,47738.32964,248.5867603,52.06518008,12942.71444
2006510,12.03601863,2.069587177,50867.11147,239.9649905,52.63696081,12631.0278
2006511,11.92174923,2.15896755,48991.7695,246.0496904,52.88582028,13012.53971
2006512,12.08262693,2.116006566,40790.61583,250.3802466,43.15660546,10805.56152
2006513,11.68663326,2.038583185,41752.56959,249.5873512,42.55804315,10621.94926
2006514,12.10414349,2.165183726,54034.73612,231.0788154,58.49756564,13517.54817
2006515,11.79297451,2.357504001,45245.99756,243.3455395,53.33381014,12978.5448
2006516,12.11168685,2.214717316,48707.347,242.9288074,53.93650241,13102.73021
2006517,11.54233138,2.1456017,49625.62928,240.3641854,53.23841727,12796.6088
2006518,12.34365202,2.172842559,49883.53003,244.5651926,54.19452852,13254.09531
2006519,12.21543559,2.130641401,55734.58991,228.3131301,59.37521237,13556.14059
2006520,11.76093706,2.114008043,50664.7044,239.351061,53.5527963,12817.91861
2006521,12.11115463,2.21485962,49272.28146,241.3755749,54.5655933,13170.80145
2006522,12.35620962,2.437464502,42889.62032,245.4426017,52.27096352,12829.52128
2006523,11.80994285,2.16553115,41666.27597,255.2895553,45.11480926,11517.33959
2006524,12.35631492,2.042002725,57368.56158,221.9857626,58.57337954,13002.45632
2006525,12.16481692,2.222816113,41324.12434,240.3260201,45.92796472,11037.68497
2006526,12.01334102,2.141287238,54463.53574,226.7378928,58.31103701,13221.32166
2006527,12.39732734,2.323698834,46702.87214,244.4077014,54.26170477,13261.97854
2006528,12.41489127,2.178443689,41214.61058,242.3457838,44.89185416,10879.35158
2006529,11.92160157,2.183549933,40123.49253,245.6412643,43.80582471,10760.51817
2006530,11.83295558,2.092915786,41705.61996,249.3209181,43.64317519,10881.15651
2006531,11.82330708,2.016504506,43358.92919,246.6573508,43.71673804,10783.05479
2006532,11.93835344,2.115497917,40698.34492,238.0673243,43.04863195,10248.47262
2006533,11.9567785,2.121640351,53499.0583,228.3131301,56.75288041,12957.42777
2006534,12.07352849,2.09225618,57320.42719,229.2687304,59.96450901,13747.98685
2006535,11.92256137,2.265782286,39778.56567,240.837954,45.06478473,10853.31055
2006536,11.46435417,2.161234332,40653.25002,251.6094542,43.93059983,11053.35424
2006537,11.53480253,1.995953364,40599.69009,246.4697174,40.51754401,9986.347621
2006538,12.14846279,2.132478121,48717.5475,245.5576571,51.94455208,12755.38251
2006539,12.08154069,2.03087398,41553.39116,252.3558374,42.19485044,10648.11682
2006541,12.42840672,2.011112259,54852.27931,227.3002508,55.15704568,12537.21032
2006542,11.77278636,2.134611303,49567.96848,248.9838738,52.90417289,13172.28591
2006543,12.7331499,2.173675334,39703.08071,246.0055397,43.15080361,10615.33673
2006544,11.70263649,2.376672807,47316.65529,242.5718167,56.22810397,13639.35333
2006545,11.99565737,2.23592171,48562.96968,236.247433,54.2914991,12826.2273
2006546,12.41854903,2.2074749,40324.89664,243.3295423,44.50809859,10830.13526
2006547,11.66741846,2.434531579,45991.88504,249.9171419,55.98434825,13991.44831
2006548,11.77901701,2.254455131,42158.88336,240.0766999,47.52265545,11409.08229
2006549,11.79745273,2.208882343,40131.18978,248.7611336,44.32253825,11025.72486
2006550,11.87560424,2.340346412,45609.10988,251.6949891,53.37055833,13433.1021
2006551,11.61934416,2.390985328,46386.95901,240.7659267,55.4552692,13351.73928
2006552,12.09152139,2.16162105,39766.37915,248.6220695,42.97992113,10685.75694
2006553,11.79661356,2.194796807,50332.59257,242.766163,55.23490673,13409.16637
2006554,11.6139469,2.309756023,36911.89476,247.4458617,42.62873562,10548.30422
2006556,11.75414226,2.245810148,48196.52223,241.7162004,54.12011936,13081.70962
2006557,11.70391799,2.023642691,42130.29626,241.4551776,42.62833305,10292.83173
2006558,12.03506278,2.064082237,42983.23661,241.1424065,44.36046759,10697.18991
2006559,11.89683749,2.207329534,41756.61055,238.6198109,46.08529985,10996.86554
2006560,11.62974808,2.150867775,39579.31289,241.2339661,42.56493433,10268.10792
2006561,11.63430912,2.347510578,55300.36991,215.7366581,64.90910167,14003.27267
2006562,11.83803671,1.964111555,44982.94797,254.7291192,44.17576394,11252.85344
2006563,12.2214275,1.991353245,41079.79131,242.5999316,40.90218786,9922.867978
2006564,12.26979156,2.132704609,40087.90786,242.1750251,42.74783293,10352.45751
2006565,12.04620067,2.055398602,40955.47716,254.1879777,42.08991525,10698.75044
2006566,11.97017599,1.988510158,41407.18875,250.1538074,41.16930772,10298.65907
2006567,12.0597157,2.395424187,44362.52872,247.4663489,53.13353715,13148.76244
2007041,11.46716162,2.065385397,39517.00354,238.5678042,40.80892102,9735.69468
2007042,12.51148616,2.015053125,43865.9835,224.1387093,44.19614357,9906.066575
2007043,11.68704615,1.992289685,40776.10134,238.7741482,40.61890305,9698.743976
2007044,11.96612863,2.166864876,42160.31088,228.8104594,45.6778484,10451.56948
2007045,12.74416877,2.145007428,45273.78416,221.6051564,48.55630166,10760.32682
2007046,11.42648921,2.257108237,40895.96712,217.7264806,46.15331212,10048.79822
2007047,11.41945714,2.11223728,38151.58122,235.2648117,40.29259607,9479.430028
2007048,12.27756048,2.344970941,40750.54407,225.9872519,47.77942084,10797.54001
2007049,12.14567293,2.159137037,41387.24724,227.0629525,44.68036919,10145.25655
2007050,11.49428107,2.048988026,39360.3453,235.6886324,40.32443811,9504.01167
2007051,11.83254057,2.163562969,41726.68231,226.3583878,45.13915233,10217.62575
2007052,12.363131,2.038905429,45080.3528,227.4524657,45.95728803,10453.09848
2007053,12.33533102,2.252355575,40442.97944,223.5030361,45.54598511,10179.66595
2007054,11.62878848,2.000112612,39977.86965,235.9199313,39.98012064,9432.107316
2007055,11.5575195,2.320873595,38867.31153,219.8149707,45.10305852,9914.327487
2007056,12.4939255,2.179554659,42985.74846,220.5766455,46.84489416,10332.88961
2007057,12.06926237,2.001637804,39322.00451,240.3063783,39.35420538,9457.066565
2007058,12.36658421,2.066068796,43650.50321,228.0841423,45.09247131,10284.87764
2007059,12.00259103,2.181187874,37828.86896,236.7861141,41.25593513,9768.832563
2007060,12.07214304,2.072690433,43148.87306,228.1352791,44.71712819,10201.55452
2007061,11.89474192,2.044943613,39229.77583,237.5090472,40.11133976,9526.806089
2007062,11.50459046,2.163766279,44389.62036,215.3013531,48.02438184,10339.71439
2007063,12.16358752,2.134225326,41191.38771,220.3728149,43.95585143,9686.674711
2007064,11.74188289,2.106106724,39841.96723,234.9329246,41.95571754,9856.779425
2007065,12.05136071,2.21746867,43513.47122,220.9163311,48.24487958,10658.08179
2007066,11.65009895,2.130559472,42090.28893,226.7829603,44.83793188,10168.47893
2007067,11.56528015,2.2923145,42137.44998,212.9328362,48.29614379,10283.83487
2007068,12.21405452,2.020523804,41109.73844,240.5050305,41.53160255,9988.559337
2007069,11.78105934,2.182225716,42342.29831,224.7403482,46.20022612,10383.05491
2007070,12.09407821,2.176616762,42560.29796,220.9041282,46.31872897,10231.99844
2007071,11.79587292,2.202627409,40976.6263,221.8947459,45.12812011,10013.69274
2007072,11.47298813,2.236832921,39742.2889,220.6511707,44.44843008,9807.598134
2007073,12.09307513,1.979571764,44328.10558,219.1304161,43.87533308,9614.419994
2007600,11.89374337,2.143214415,40400.50896,248.613532,43.29347659,10763.34413
2007601,11.69513977,2.289318992,45881.99462,238.0062701,52.51926084,12499.91338
2007602,12.05569424,2.199740725,40184.05668,239.5616985,44.19725299,10587.96899
2007603,11.8029911,2.282480939,48524.22524,231.9036779,55.3778096,12842.31772
2007604,11.84630247,2.081195745,41174.27264,250.7086945,42.84586051,10741.82975
2007605,11.45897185,2.497285093,44374.73138,239.4286734,55.40817759,13266.30646
2007606,11.999749,2.194973479,53284.78019,200.5378615,58.47933968,11727.32172
2007607,11.86497071,2.11815183,51420.79957,219.5098055,54.45853035,11954.18141
2007608,11.88388521,2.367179157,36802.12878,245.9855331,43.55861609,10714.7894
2007609,11.84707981,2.130594132,50122.28435,225.2175837,53.39512246,12025.52046
2007610,12.12636199,2.264590716,49483.16055,218.5913901,56.02955299,12247.57787
2007611,12.05833475,2.501664277,44792.28148,219.5518407,56.02762523,12300.96825
2007612,11.46085603,2.154764242,39642.84883,243.0104797,42.71049655,10379.09826
2007613,11.50673866,1.907942195,29125.06809,281.8430616,27.78447317,7830.860983
2007614,11.53373978,2.404874956,44996.18591,230.8751167,54.10510031,12491.52135
2007615,11.70117347,2.196733247,39509.60027,249.2487544,43.39602624,10816.40549
2007616,11.41122647,2.218575254,38854.91917,249.2673927,43.10128108,10743.74396
2007617,11.60484063,2.075818768,40042.86479,251.2882666,41.56086513,10443.75776
2007618,12.05150095,2.432587427,46187.48577,229.1249394,56.17754858,12871.67742
2007619,12.14172204,2.433974935,46399.89783,231.9036779,56.46809415,13095.15872
2007620,12.68723583,2.248900248,48708.81319,226.2071635,54.77063103,12389.50909
2007621,11.67470022,2.36395279,44273.41372,230.9011805,52.33012994,12083.08878
2007622,11.95440446,2.485213669,43663.77676,236.1322173,54.25690742,12811.80385
2008074,11.6280532,1.950982721,38008.83476,212.7338992,37.07728993,7887.596459
2008075,11.82933938,2.036706336,37180.41386,242.4189821,37.86279224,9178.659555
2008076,11.64562015,1.930734158,38121.8084,220.0292836,36.80153882,8097.416222
2008077,11.74075955,2.144664086,38155.54824,229.3286564,40.915417,9383.077606
2008078,11.85444341,1.947010712,38137.61186,220.2973066,37.12716941,8179.015423
2008079,11.79868384,2.011444203,38061.11089,218.8340909,38.27890043,8376.728376
2008080,11.82244993,2.072920076,36754.71235,211.8209301,38.09479056,8069.273968
2008081,12.10106025,1.879335355,38521.06489,219.4064566,36.19699958,7941.855417
2008082,11.08565873,2.071542093,37053.12753,216.0831069,38.37855668,8292.957765
2008083,11.0298113,1.81582553,40975.12007,209.4658392,37.20183456,7792.513496
2008084,11.72333756,1.972437748,38597.37383,221.3642324,38.06545856,8426.331015
2008085,11.8271316,2.042125232,37957.9704,213.5778741,38.75746455,8277.736885
2008086,11.57106042,2.223552829,35913.39737,234.5423954,39.92766816,9364.730933
2008087,11.38339523,1.948090002,39774.22056,218.2447822,38.74188071,8455.213317
2008088,11.85595483,2.020444016,37336.30289,244.7546669,37.71795488,9231.645482
2008089,11.75154797,2.119532576,37849.14569,211.9523752,40.11124863,8501.67442
2008090,11.48422213,2.086441094,33510.78078,261.9537363,34.95913506,9157.676046
2008091,11.86570034,1.955114287,37878.35837,221.8553034,37.02825981,8214.915814
2008092,11.88123867,2.108884344,37019.46462,241.2453479,39.03488468,9416.984335
2008093,11.53198237,2.047773917,39052.30013,228.4321936,39.9851408,9133.893425
2008094,11.82662078,1.935905631,39326.39158,222.2432501,38.06609145,8459.931883
2008095,11.35762475,2.038970066,39099.54523,219.2136066,39.86140116,8738.161512
2008700,11.8740816,2.299408558,39575.05249,253.1312394,45.49960719,11517.37196
2008701,11.77623042,2.419841119,37784.03621,242.3151566,45.71568223,11077.6027
2008702,11.72089376,2.377254222,42927.32947,244.9508431,51.02458761,12498.51575
2008703,11.94333579,2.421181111,41919.06767,239.5598429,50.74682742,12156.902
2008706,11.13203189,2.145029455,39749.42458,252.0172307,42.63184327,10743.95908
2008707,11.853302,2.331117319,44712.63133,233.2881305,52.11519464,12157.85633
2008708,11.97540023,2.324180896,43220.3498,243.980929,50.22595566,12254.17532
2008709,12.05453881,1.965026328,41076.64226,254.1601272,40.35834175,10257.48127
2008710,12.28267644,2.27562533,39016.6631,246.3057103,44.39365342,10934.41034
2008711,11.30928266,2.073662361,38582.17575,252.903373,40.00320283,10116.94493
2008712,11.8414422,2.506666773,40603.63251,239.9688663,50.88988824,12211.98879
2008713,11.49706964,2.343338437,43539.23544,236.3291808,51.01358196,12055.99803
2008715,12.13118393,2.35155912,43103.24078,239.4201266,50.67990948,12133.79034
2008716,11.67715595,2.483543457,35920.80939,235.9087401,44.60544557,10522.81446
2008717,11.90525408,1.931936015,42206.11742,250.8842767,40.76975915,10228.49154
2008718,12.42692784,2.349856781,38854.26306,240.4110086,45.65097676,10974.99737
2008719,12.16003729,2.257667172,39829.39843,250.8375308,44.96076266,11277.84669
2008720,12.2338312,2.218924242,41268.81059,252.4486052,45.78618213,11558.65782
2008721,11.53510008,2.502708566,40514.03797,241.2221555,50.69741494,12229.33971
2008722,12.02195026,2.291778641,38394.00226,245.9533757,43.99527716,10820.78693
2008723,11.93376341,2.174993801,39977.24338,252.1399754,43.47512827,10961.81777
2008724,11.58746889,2.298644626,40291.12685,243.857588,46.3074911,11292.43309
2008725,11.45897185,2.53596823,41669.27238,237.4843375,52.83597546,12547.71663
2008726,11.40213673,2.251588157,36935.36396,257.2136158,41.58161403,10695.3573
2008728,12.42402177,2.245368804,40396.48453,250.451793,45.35250308,11358.61571
2008729,12.42030753,2.273950729,38901.29847,248.1018865,44.22981801,10973.50129
2008730,12.13929736,1.983592496,43701.90837,243.1230928,43.34338875,10537.77873
2009096,12.15137673,2.095586597,39842.84313,201.7228874,41.74706402,8421.338296
2009097,12.13183926,2.024402978,39506.78816,204.7383642,39.9888298,8187.2476
2009098,12.29188761,2.085394132,38709.87616,204.5665804,40.3626743,8256.854257
2009099,12.36646213,2.002712322,39988.03743,243.5266111,40.04226765,9751.357741
2009100,12.05670043,2.022025717,38857.37165,201.2852023,39.28530239,7907.550038
2009101,11.45577227,2.038268023,39466.90703,196.231087,40.22206728,7892.819984
2009102,11.96592273,2.090037227,39941.89469,200.4303952,41.74002341,8365.969388
2009103,11.89197042,2.136897718,39695.47903,204.5812641,42.41258928,8676.821128
2009104,12.3407996,2.041065378,39639.61911,204.3173209,40.45352708,8265.356274
2009105,12.18242094,2.183901853,37932.3014,224.8006591,41.42021166,9311.290881
2009106,12.01430594,2.081296083,41314.21625,198.1608513,42.99355823,8519.640099
2009107,12.1832036,2.184795827,34859.45563,226.6862714,38.0803966,8632.303118
2009108,11.97879786,2.076546436,38788.49807,230.7082606,40.27305871,9291.327325
2009109,11.91389098,2.03769085,40401.74594,199.073178,41.16313401,8194.475904
2009110,12.17949142,2.064113128,38995.06434,200.5990089,40.24511212,8073.129603
2009111,11.95774193,2.080303746,38729.69011,199.6502225,40.28475971,8042.861239
2009112,12.35512698,1.955712086,31165.70524,264.5348102,30.4755732,8061.849973
2009113,11.47206489,2.077848382,37406.37477,231.136067,38.86238765,8982.499435
2009114,12.30897356,2.132145485,39023.20208,227.7606568,41.60157206,9475.201377
2009115,11.76980766,2.051851335,38578.09955,200.4859848,39.57826253,7934.88694
2009116,11.39755367,2.059575289,39551.25745,202.3178515,40.72939625,8240.283941
